TempoGerarSistema: 1.320580
TempoResolverSistema: 0.183887
TempoCalularResiduo: 0.096264
TempoGerarSistema: 0.268038
TempoResolverSistema: 0.179758
TempoCalularResiduo: 0.100281
TempoGerarSistema: 0.306210
TempoResolverSistema: 0.179888
TempoCalularResiduo: 0.171336
TempoGerarSistema: 0.335506
TempoResolverSistema: 0.179205
TempoCalularResiduo: 0.112274
TempoGerarSistema: 0.463311
TempoResolverSistema: 0.179415
TempoCalularResiduo: 0.140548
TempoGerarSistema: 0.512959
TempoResolverSistema: 0.179700
TempoCalularResiduo: 0.149240
TempoGerarSistema: 0.612310
TempoResolverSistema: 0.177942
TempoCalularResiduo: 0.173346
TempoGerarSistema: 0.721728
TempoResolverSistema: 0.177529
TempoCalularResiduo: 0.193642
TempoGerarSistema: 1.254166
TempoResolverSistema: 0.182614
TempoCalularResiduo: 0.304517
TempoGerarSistema: 1.955130
TempoResolverSistema: 0.175487
TempoCalularResiduo: 0.412310
TempoGerarSistema: 2.407692
TempoResolverSistema: 0.182268
TempoCalularResiduo: 0.514938
TempoGerarSistema: 3.281525
TempoResolverSistema: 0.176669
TempoCalularResiduo: 0.705863
TempoGerarSistema: 3.906042
TempoResolverSistema: 0.166280
TempoCalularResiduo: 0.830538
TempoGerarSistema: 5.472928
TempoResolverSistema: 0.163873
TempoCalularResiduo: 1.128165
TempoGerarSistema: 25.740659
TempoResolverSistema: 0.179924
TempoCalularResiduo: 5.333968
TempoGerarSistema: 50.944449
TempoResolverSistema: 0.180971
TempoCalularResiduo: 10.580992
TempoGerarSistema: 508.568674
TempoResolverSistema: 0.181294
TempoCalularResiduo: 101.806817
TempoGerarSistema: 5079.770775
TempoResolverSistema: 0.186736
TempoCalularResiduo: 1017.931326
TempoGerarSistema: 50803.683031
TempoResolverSistema: 0.182907
TempoCalularResiduo: 10259.496326
