|     L2 miss ratio    |       0.3890 |
|     L2 miss ratio    |       0.3130 |
|     L2 miss ratio    |       0.2966 |
|     L2 miss ratio    |    0.3250 |
|     L2 miss ratio    |       0.2755 |
|     L2 miss ratio    |       0.2836 |
|     L2 miss ratio    |    0.3229 |
|     L2 miss ratio    |       0.2401 |
|     L2 miss ratio    |       0.2610 |
|     L2 miss ratio    |    0.3246 |
|     L2 miss ratio    |       0.3001 |
|     L2 miss ratio    |       0.2992 |
|     L2 miss ratio    |    0.3285 |
|     L2 miss ratio    |       0.2728 |
|     L2 miss ratio    |    0.3014 |
|     L2 miss ratio    |    0.3125 |
|     L2 miss ratio    |       0.2824 |
|     L2 miss ratio    |    0.2893 |
|     L2 miss ratio    |    0.2546 |
|     L2 miss ratio    |       0.2603 |
|     L2 miss ratio    |    0.3031 |
|     L2 miss ratio    |    0.2137 |
|     L2 miss ratio    |       0.2889 |
|     L2 miss ratio    |    0.2933 |
|     L2 miss ratio    |    0.1337 |
|     L2 miss ratio    |       0.2609 |
|     L2 miss ratio    |    0.3024 |
|     L2 miss ratio    |    0.1052 |
|     L2 miss ratio    |       0.2820 |
|     L2 miss ratio    |    0.3571 |
|     L2 miss ratio    |    0.0899 |
|     L2 miss ratio    |       0.2985 |
|     L2 miss ratio    |    0.3387 |
|     L2 miss ratio    |    0.1835 |
|     L2 miss ratio    |       0.2860 |
|     L2 miss ratio    |    0.3549 |
|     L2 miss ratio    |    0.2432 |
|     L2 miss ratio    |       0.2747 |
|     L2 miss ratio    |    0.3616 |
|     L2 miss ratio    |    0.2774 |
|     L2 miss ratio    |       0.2877 |
|     L2 miss ratio    |    0.3580 |
|     L2 miss ratio    |    0.3856 |
|     L2 miss ratio    |       0.2785 |
|     L2 miss ratio    |    0.3626 |
|     L2 miss ratio    |    0.3838 |
|     L2 miss ratio    |       0.2795 |
|     L2 miss ratio    |    0.3476 |
|     L2 miss ratio    |    0.3099 |
|     L2 miss ratio    |       0.2935 |
|     L2 miss ratio    |    0.2844 |
|     L2 miss ratio    |    0.3052 |
|     L2 miss ratio    |       0.2869 |
|     L2 miss ratio    |    0.2843 |
|     L2 miss ratio    |    0.3053 |
|     L2 miss ratio    |       0.2909 |
|     L2 miss ratio    |    0.2855 |
