TempoGerarSistema: 0.283777
TempoResolverSistema: 0.176796
TempoCalularResiduo: 0.099030
TempoGerarSistema: 0.415844
TempoResolverSistema: 0.181134
TempoCalularResiduo: 0.114966
TempoGerarSistema: 0.428607
TempoResolverSistema: 0.178562
TempoCalularResiduo: 0.126246
TempoGerarSistema: 0.489961
TempoResolverSistema: 0.175444
TempoCalularResiduo: 0.135739
TempoGerarSistema: 0.782846
TempoResolverSistema: 0.176990
TempoCalularResiduo: 0.190389
TempoGerarSistema: 0.880069
TempoResolverSistema: 0.175002
TempoCalularResiduo: 0.207589
TempoGerarSistema: 1.105090
TempoResolverSistema: 0.176880
TempoCalularResiduo: 0.248226
TempoGerarSistema: 1.365689
TempoResolverSistema: 0.177237
TempoCalularResiduo: 0.341713
TempoGerarSistema: 2.523316
TempoResolverSistema: 0.177961
TempoCalularResiduo: 0.486864
TempoGerarSistema: 3.826382
TempoResolverSistema: 0.179756
TempoCalularResiduo: 0.707166
TempoGerarSistema: 5.065580
TempoResolverSistema: 0.162369
TempoCalularResiduo: 0.939969
TempoGerarSistema: 7.297062
TempoResolverSistema: 0.164769
TempoCalularResiduo: 1.293587
TempoGerarSistema: 8.343685
TempoResolverSistema: 0.173646
TempoCalularResiduo: 1.484974
TempoGerarSistema: 11.926845
TempoResolverSistema: 0.179979
TempoCalularResiduo: 2.183507
TempoGerarSistema: 57.185753
TempoResolverSistema: 0.180819
TempoCalularResiduo: 10.258830
TempoGerarSistema: 114.099783
TempoResolverSistema: 0.176771
TempoCalularResiduo: 20.238151
TempoGerarSistema: 1139.121827
TempoResolverSistema: 0.181608
TempoCalularResiduo: 198.064395
TempoGerarSistema: 11389.298217
TempoResolverSistema: 0.181016
TempoCalularResiduo: 1973.588533
TempoGerarSistema: 114056.136555
TempoResolverSistema: 0.184852
TempoCalularResiduo: 20093.962088
