TempoGerarSistema: 0.268269
TempoResolverSistema: 0.175126
TempoCalularResiduo: 0.097572
TempoGerarSistema: 0.341894
TempoResolverSistema: 0.174908
TempoCalularResiduo: 0.110391
TempoGerarSistema: 0.430496
TempoResolverSistema: 0.176121
TempoCalularResiduo: 0.124938
TempoGerarSistema: 0.484120
TempoResolverSistema: 0.173662
TempoCalularResiduo: 0.135024
TempoGerarSistema: 0.775524
TempoResolverSistema: 0.173902
TempoCalularResiduo: 0.187721
TempoGerarSistema: 0.873831
TempoResolverSistema: 0.173157
TempoCalularResiduo: 0.205173
TempoGerarSistema: 1.099740
TempoResolverSistema: 0.175470
TempoCalularResiduo: 0.246235
TempoGerarSistema: 1.355433
TempoResolverSistema: 0.176556
TempoCalularResiduo: 0.290379
TempoGerarSistema: 2.461041
TempoResolverSistema: 0.173545
TempoCalularResiduo: 0.484301
TempoGerarSistema: 3.655528
TempoResolverSistema: 0.174199
TempoCalularResiduo: 0.686192
TempoGerarSistema: 4.879651
TempoResolverSistema: 0.159899
TempoCalularResiduo: 0.966136
TempoGerarSistema: 7.068874
TempoResolverSistema: 0.158079
TempoCalularResiduo: 1.326251
TempoGerarSistema: 8.232051
TempoResolverSistema: 0.157507
TempoCalularResiduo: 1.585843
TempoGerarSistema: 11.677524
TempoResolverSistema: 0.172878
TempoCalularResiduo: 2.085450
TempoGerarSistema: 57.062368
TempoResolverSistema: 0.177216
TempoCalularResiduo: 10.125784
TempoGerarSistema: 114.163895
TempoResolverSistema: 0.178027
TempoCalularResiduo: 20.239607
TempoGerarSistema: 1140.506682
TempoResolverSistema: 0.178270
TempoCalularResiduo: 197.831623
TempoGerarSistema: 11379.129615
TempoResolverSistema: 0.180135
TempoCalularResiduo: 1975.850777
TempoGerarSistema: 114333.525148
TempoResolverSistema: 0.185133
TempoCalularResiduo: 19908.626529
