TempoGerarSistema: 0.288875
TempoResolverSistema: 0.194561
TempoCalularResiduo: 0.108263
TempoGerarSistema: 0.361152
TempoResolverSistema: 0.193703
TempoCalularResiduo: 0.120766
TempoGerarSistema: 0.448678
TempoResolverSistema: 0.194421
TempoCalularResiduo: 0.133614
TempoGerarSistema: 0.504542
TempoResolverSistema: 0.195353
TempoCalularResiduo: 0.146134
TempoGerarSistema: 0.795920
TempoResolverSistema: 0.194542
TempoCalularResiduo: 0.198973
TempoGerarSistema: 0.893014
TempoResolverSistema: 0.192990
TempoCalularResiduo: 0.214137
TempoGerarSistema: 1.119607
TempoResolverSistema: 0.193527
TempoCalularResiduo: 0.254909
TempoGerarSistema: 1.379676
TempoResolverSistema: 0.197426
TempoCalularResiduo: 0.300739
TempoGerarSistema: 2.525794
TempoResolverSistema: 0.192829
TempoCalularResiduo: 0.492145
TempoGerarSistema: 3.663490
TempoResolverSistema: 0.193048
TempoCalularResiduo: 0.728733
TempoGerarSistema: 4.891826
TempoResolverSistema: 0.179606
TempoCalularResiduo: 0.907278
TempoGerarSistema: 7.056440
TempoResolverSistema: 0.177291
TempoCalularResiduo: 1.347504
TempoGerarSistema: 8.257281
TempoResolverSistema: 0.174557
TempoCalularResiduo: 1.488728
TempoGerarSistema: 11.683337
TempoResolverSistema: 0.190653
TempoCalularResiduo: 2.162781
TempoGerarSistema: 57.353707
TempoResolverSistema: 0.197510
TempoCalularResiduo: 10.214358
TempoGerarSistema: 114.141252
TempoResolverSistema: 0.199948
TempoCalularResiduo: 20.467264
TempoGerarSistema: 1141.452783
TempoResolverSistema: 0.199331
TempoCalularResiduo: 197.995857
TempoGerarSistema: 11393.753711
TempoResolverSistema: 0.235001
TempoCalularResiduo: 1979.685406
TempoGerarSistema: 113881.866800
TempoResolverSistema: 0.199034
TempoCalularResiduo: 19966.188594
