|      DP MFLOP/s      |    1882.5615 |
|      DP MFLOP/s      |    2953.0296 |
|      DP MFLOP/s      | 2484.1561 |
|      DP MFLOP/s      | 3310.4452 |
|      DP MFLOP/s      |    2008.9890 |
|      DP MFLOP/s      |    3045.6840 |
|      DP MFLOP/s      | 2262.4197 |
|      DP MFLOP/s      | 3393.2635 |
|      DP MFLOP/s      |    2056.3368 |
|      DP MFLOP/s      |    3066.6124 |
|      DP MFLOP/s      | 1706.1078 |
|      DP MFLOP/s      | 2866.7200 |
|      DP MFLOP/s      |    2017.8746 |
|      DP MFLOP/s      |    3169.4784 |
|      DP MFLOP/s      | 1924.3512 |
|      DP MFLOP/s      | 3234.1351 |
|      DP MFLOP/s      | 1994.8874 |
|      DP MFLOP/s      |    3101.4628 |
|      DP MFLOP/s      | 1127.9046 |
|      DP MFLOP/s      | 2360.9643 |
|      DP MFLOP/s      | 1920.3138 |
|      DP MFLOP/s      | 3043.8483 |
|      DP MFLOP/s      |  901.4912 |
|      DP MFLOP/s      | 1812.2216 |
|      DP MFLOP/s      | 1906.5404 |
|      DP MFLOP/s      | 2911.2828 |
|      DP MFLOP/s      | 1851.7645 |
|      DP MFLOP/s      | 3267.8923 |
|      DP MFLOP/s      | 1748.8334 |
|      DP MFLOP/s      | 2914.8656 |
|      DP MFLOP/s      | 1599.0910 |
|      DP MFLOP/s      | 3310.0743 |
|      DP MFLOP/s      | 1870.4499 |
|      DP MFLOP/s      | 3064.0225 |
|      DP MFLOP/s      |  396.1322 |
|      DP MFLOP/s      | 1740.6801 |
|      DP MFLOP/s      | 1857.5333 |
|      DP MFLOP/s      | 2897.3937 |
|      DP MFLOP/s      | 1222.6144 |
|      DP MFLOP/s      | 3202.4024 |
|      DP MFLOP/s      | 1861.7397 |
|      DP MFLOP/s      | 2885.0377 |
|      DP MFLOP/s      |  303.7853 |
|      DP MFLOP/s      | 1700.6118 |
|      DP MFLOP/s      | 1848.7045 |
|      DP MFLOP/s      | 2876.7210 |
|      DP MFLOP/s      | 1215.5945 |
|      DP MFLOP/s      |    3142.3685 |
|      DP MFLOP/s      | 1840.9384 |
|      DP MFLOP/s      | 2883.4926 |
|      DP MFLOP/s      |    1006.4461 |
|      DP MFLOP/s      | 2947.9611 |
