|     L2 miss ratio    |       0.3315 |
|     L2 miss ratio    |       0.2799 |
|     L2 miss ratio    |    0.0237 |
|     L2 miss ratio    |    0.1580 |
|     L2 miss ratio    |       0.3357 |
|     L2 miss ratio    |       0.2676 |
|     L2 miss ratio    |    0.0256 |
|     L2 miss ratio    |    0.1575 |
|     L2 miss ratio    |       0.3756 |
|     L2 miss ratio    |       0.2784 |
|     L2 miss ratio    |    0.0108 |
|     L2 miss ratio    |    0.0984 |
|     L2 miss ratio    |       0.3862 |
|     L2 miss ratio    |       0.3165 |
|     L2 miss ratio    |    0.3997 |
|     L2 miss ratio    |    0.2358 |
|     L2 miss ratio    |    0.3857 |
|     L2 miss ratio    |       0.2992 |
|     L2 miss ratio    |    0.4456 |
|     L2 miss ratio    |    0.1437 |
|     L2 miss ratio    |    0.3405 |
|     L2 miss ratio    |    0.3756 |
|     L2 miss ratio    |    0.4910 |
|     L2 miss ratio    |    0.1738 |
|     L2 miss ratio    |    0.3596 |
|     L2 miss ratio    |    0.3355 |
|     L2 miss ratio    |    0.1076 |
|     L2 miss ratio    |    0.3927 |
|     L2 miss ratio    |    0.3071 |
|     L2 miss ratio    |    0.2818 |
|     L2 miss ratio    |    0.1029 |
|     L2 miss ratio    |    0.3816 |
|     L2 miss ratio    |    0.3092 |
|     L2 miss ratio    |    0.3064 |
|     L2 miss ratio    |    0.3666 |
|     L2 miss ratio    |    0.1757 |
|     L2 miss ratio    |    0.3058 |
|     L2 miss ratio    |    0.2782 |
|     L2 miss ratio    |    0.2334 |
|     L2 miss ratio    |    0.3709 |
|     L2 miss ratio    |    0.3000 |
|     L2 miss ratio    |    0.3158 |
|     L2 miss ratio    |    0.3252 |
|     L2 miss ratio    |    0.1794 |
|     L2 miss ratio    |    0.2444 |
|     L2 miss ratio    |    0.2800 |
|     L2 miss ratio    |    0.2458 |
|     L2 miss ratio    |    0.3747 |
|     L2 miss ratio    |    0.2447 |
|     L2 miss ratio    |    0.2834 |
|     L2 miss ratio    |    0.4614 |
|     L2 miss ratio    |    0.3851 |
