|     L2 miss ratio    |       0.3305 |
|     L2 miss ratio    |       0.2726 |
|     L2 miss ratio    |    0.0239 |
|     L2 miss ratio    |    0.1579 |
|     L2 miss ratio    |       0.3667 |
|     L2 miss ratio    |       0.3085 |
|     L2 miss ratio    |    0.0512 |
|     L2 miss ratio    |    0.1758 |
|     L2 miss ratio    |       0.3767 |
|     L2 miss ratio    |       0.2778 |
|     L2 miss ratio    |    0.0082 |
|     L2 miss ratio    |    0.0994 |
|     L2 miss ratio    |       0.3835 |
|     L2 miss ratio    |       0.3168 |
|     L2 miss ratio    |    0.3893 |
|     L2 miss ratio    |    0.2340 |
|     L2 miss ratio    |    0.3816 |
|     L2 miss ratio    |       0.3009 |
|     L2 miss ratio    |    0.4461 |
|     L2 miss ratio    |    0.1357 |
|     L2 miss ratio    |    0.3398 |
|     L2 miss ratio    |    0.3730 |
|     L2 miss ratio    |    0.4911 |
|     L2 miss ratio    |    0.1817 |
|     L2 miss ratio    |    0.3193 |
|     L2 miss ratio    |    0.3164 |
|     L2 miss ratio    |    0.1061 |
|     L2 miss ratio    |    0.3921 |
|     L2 miss ratio    |    0.3054 |
|     L2 miss ratio    |    0.2938 |
|     L2 miss ratio    |    0.1032 |
|     L2 miss ratio    |    0.3802 |
|     L2 miss ratio    |    0.3097 |
|     L2 miss ratio    |    0.3148 |
|     L2 miss ratio    |    0.3650 |
|     L2 miss ratio    |    0.1751 |
|     L2 miss ratio    |    0.3062 |
|     L2 miss ratio    |    0.2781 |
|     L2 miss ratio    |    0.2323 |
|     L2 miss ratio    |    0.3700 |
|     L2 miss ratio    |    0.3009 |
|     L2 miss ratio    |    0.3066 |
|     L2 miss ratio    |    0.3243 |
|     L2 miss ratio    |    0.1795 |
|     L2 miss ratio    |    0.2444 |
|     L2 miss ratio    |    0.2794 |
|     L2 miss ratio    |    0.2514 |
|     L2 miss ratio    |    0.3725 |
|     L2 miss ratio    |    0.2444 |
|     L2 miss ratio    |    0.2832 |
|     L2 miss ratio    |    0.4610 |
|     L2 miss ratio    |    0.3833 |
